APP_ID,REVIEWER NAME,COMMENT,TIME,REPLY COMMENT,LIKES,REPLY TIME,RATING
UOB Mighty Malaysia,Bavani Balasubramaniam,"Absolutely rubbish. I'm sorry but I am livid at how incompetent this app is. I've been trying numerous times to log in, but it keeps freezing after I click ""log in"". I'm faced this many times before and typically can log in on my 3rd try. I've been unable to log in for days now. What's the point of having this app??","10/29/2019, 01:47:48",,30,Not replied,1
UOB Mighty Malaysia,Alroy Loh,"cant even open it now. its stuck at the loading screen with the words 'uob mighty' on it. the app has always been up and down a lot, but now it wont even open.","04/10/2020, 20:24:05",,0,Not replied,1
UOB Mighty Malaysia,LWK,Terrible app. Cannot find notification function for OTP to handphone to activate Accounts Services functions in internet banking. Msg says to enter OTP sent to handphone but never received msg after testing many times.,"04/26/2020, 13:29:38",,3,Not replied,1
UOB Mighty Malaysia,Justine Yeo,"ever since the upgrade, i couldnt do paynow transactions. i called uob and they had to raise to their IT team before getting back to me a week or so later. it worked when i tried to paynow to one person but the others that i tried couldn't get through. keeps saying invalid mobile. a couple of days back probably up to a week, whenever i open the app, it keeps showing under maintenance. how long is the maintenance for? even now it still cannot be opened.","08/15/2019, 07:51:46",,0,Not replied,2
UOB Mighty Malaysia,Abelene Hu,Worst bank app ever!! I even reinstalled a few times. Keeps hanging even just at login stage. Forget about doing any transactions. I called and I was told to make space on my phone! Why do I have to sacrifice my other apps just for UOB? All other bank apps work perfectly fine. Looks good yet cant be used. What's the point of using this bank if its not allowing me to transact with ease?,"09/03/2019, 20:54:05",,2,Not replied,1
UOB Mighty Malaysia,Owena Chan,Transferring service works fine but where can I see all my transactions details? I want to see all transactions in the last few months but unable to find.,"05/07/2020, 22:12:14",,0,Not replied,2
UOB Mighty Malaysia,Eric Ho,"really suck..after the new look. UOB have loaded so many unuse tap in the app. And after lock in, always stuck there for very long. Normal user just need a App that is more reliable. Not an app load with everything which user will not use. And worst is keek hang there....If I need to perform more complex tasks. I will use my PC to access the UOB IB.","08/10/2019, 13:28:04",,4,Not replied,1
UOB Mighty Malaysia,bLac_KouT _,useless app..can't log in at all due the mighty secure. keep on needing to reset again and again. wake up uob..this system does not work!!. i depend on mobile banking for my transactions yet this system prevents me from accessing my accounts even though i have entered the correct pin and all. worse is if i try to log in internet banking through web will still prompt me to key in mighty secure pin through the apps which fails to work. the old way was ok..now this is just mighty Stupid.,"01/28/2019, 16:51:15",,10,Not replied,1
UOB Mighty Malaysia,Tuesday Wang,"The app basically can't be used. It was OK before. I'm not sure if it was because of an update or what but it for the past two months it has been telling me I that it's undergoing maintenance. What's the purpose of an app that can't be used? UOB pls wake up your idea, it's the digital age and we need our digital convenience.","08/18/2019, 15:28:19",,6,Not replied,1
UOB Mighty Malaysia,R. Eas,"Don't force it on your customers to accept UOB Mighty as an online payment tool when it is not working properly! Each time I tried to pay and click on the confirmation message, nothing happens. I have to remove the app before my transaction can get through with the previous OTP method. Such a strong name for an app for a lot of inconvenience.","09/16/2018, 12:01:10",,4,Not replied,1
UOB Mighty Malaysia,Zhen Bin,"initially, when I sign up for this account, I am able to use it perfectly. however, after a few days, this apps keep crashing and froze whenever I sign in. afterwards, the apps required me to redo the mighty secure. this repeated numerous time. I have also tried installed and reinstalled, clear cache (etc.) is still the same. is very inconvenience for me.","08/03/2019, 19:03:51",,15,Not replied,1
UOB Mighty Malaysia,April Lim,"This is the stupidest App! I have set up the security for don't know how many times, every time I log in till I lost count. And needed to log in 10 minutes later to activate it. And every time when I log in 10 minutes later, I got redo the whole all over again till I give up. What a stupid App!!!","07/26/2019, 05:30:30","Dear April Lim,

We are sorry to know about the inconvenience you have experienced. Please contact us at helpme@uobgroup.com for further investigation.

UOB Mobile and Digital Team",11,"07/31/2019, 15:46:35",1
UOB Mighty Malaysia,joule patrick pariente,"doing an upgrade to the app is good! however if it will takes like forever (witing for 1 and half day now) is not really helpful! im using the app for banking services and transfers, however cant do it because of the upgrading. seriouslly? might give and est. hrs, days or years for the upgrade to be done so that we can ask for time to the person we do bank to bank trasactions.","08/08/2019, 11:11:09","Dear joule patrick pariente,

We apologise for the inconvenience you have experienced. We have resolved this issue, could you please try logging into  the app again? Please email us at helpme@uobgroup.com if you need further assistance. 

UOB Mobile & Digital team",7,"08/10/2019, 23:07:11",1
UOB Mighty Malaysia,Muhammad Sharin,"Not sure why but it's been so long, but I can't even log in to the app. Keep showing an error message which says service is unavailable at the moment.","05/15/2020, 16:02:51",,0,Not replied,1
UOB Mighty Malaysia,Thanh Mel,"i am conflicted here. the app has worked great. then one day i cannot use the pay contactless anymore it keeps saying no token(?) available. i repeated that several times with same result. finally i reinstalled a fresh copy of the app. same issue. finally again, i try remove my card and try to add it back, now it dont even let me register my card for pay secured functions, with a message say it cannot be digitalised at the moment, well the atm is not really accurate bc i've tried several times.","08/18/2019, 14:09:54",,0,Not replied,3
UOB Mighty Malaysia,Noor Aishah Hm,"Have problems loading. Used to be ok. Recently, I have to keep on unistalling ans installing every time i need to do a new transaction.","05/02/2020, 21:13:56",,2,Not replied,1
UOB Mighty Malaysia,Yuki C_,"when i am stuck overseas with a pay-per-use foreign sim card and limited amount of cash, making the app unusable UNLESS i update mighty secure, which couldn't be done because i have no sim card anyway and there are no branches here, makes for a very distressing situation. i understand the importance of security, but forcing updates on your users when your users CAN'T update is only making matters much more upsetting. otherwise, this app is smooth enough and functional enough in general","06/28/2019, 23:00:00",,0,Not replied,2
UOB Mighty Malaysia,Brandon Chin,"On OnePlus 5, OxygenOS 5.1.5, Android 8.1.0. When logging on via Web, never once I received any notification from my UOB Mighty Secure App to approve the login. So I have to launch my UOB Mighty App, key in my secure PIN, then I'm only given 12 seconds to enter 8 digits OTP shown on the App before it resets, which I fumble to achieve most of the time.   Works entirely fine for Stand Chart App. Is it just me or other users experiencing the same?","09/26/2018, 12:19:37",,1,Not replied,3
UOB Mighty Malaysia,srinivas bhylahalli,"Terrible app. after its latest update, it hangs immediately after clicking on ""accounts"" tab. Earlier app was way better. Even after hundreds of 1* ratings and comments by users, UOB absolutely has no clue on how to fix it. or may be they don't really care about the excruciating experience their customers are facing, and how it is damaging their brand. The bank managment needs to check out how apps from DBS and SC are.","07/23/2019, 16:12:05","Dear srinivas bhylahalli,

We are sorry to know about the inconvenience you have experienced. Please contact us at helpme@uobgroup.com for further investigation.

UOB Mobile and Digital Team",2,"07/31/2019, 15:39:25",1
UOB Mighty Malaysia,Abee,"For goodness sake could you please fix the new upgraded app. It keeps crashing and not working the way it should. It works only went it wants and out of 10 attempts, only once or twice it will work. Can't do money transfer or move from one option to another. Very frustrating to have the app but can't use it.","09/20/2019, 07:39:05",,32,Not replied,1
UOB Mighty Malaysia,Aomori Rio,Can't even set up half hang,"07/28/2020, 19:05:22",,0,Not replied,1
UOB Mighty Malaysia,Jenhow Tan,Receiving rooted error on device. Factory reset or restarts still resulted in the same error.,"08/10/2020, 02:50:06",,0,Not replied,1
UOB Mighty Malaysia,Entertainment Musical,The transaction money only local .. can't overseas transfer .DBS And POSB banks have local and overseas transfer ..so you update overseas transfer..,"07/04/2020, 16:11:56",,0,Not replied,3
UOB Mighty Malaysia,David Tay,Numerical figures should be right justified rather than left justified. This app should allow us to track our internet payments. It is useless to give feedback if there is no response! 14th July The update is worse than ever! The transaction won't even go through and the standard right justification is still uncorrected. This app should be thrown out of Google Play. Fortunately the PC website still works.,"07/14/2019, 17:32:53",,6,Not replied,1
UOB Mighty Malaysia,Chun Keat Ng,"Fingerprint is removed without warning after app was updated and the secure pin cannot work, although i know i have the correct pin. Not the first time this has happened and seems to be after updates. Learn from other banks on how to get your app done right. So inconvenient as I do not have the physical token with me to redo the setup. *edit - the above applies if app is accessed from overseas.","12/31/2018, 20:00:25",,64,Not replied,1
UOB Mighty Malaysia,Lynn Seah,"Received new credit card from UOB and was advised that I could activate the card via the app. That couldn't be further from the truth because I don't know why I need to ""give permission"" to make a call when all I want to do is activate my card fast. And while they say I need to grant permission for calls, they don't actually guide me on how to do it. I agree with another user that UOB needs to learn from DBS on how to manage an app properly. BLEAH.","12/06/2018, 00:59:55",,16,Not replied,2
UOB Mighty Malaysia,Anees Khan,It's not working since android update since days ago. Stuck at splash screen. Have tried un installed and re install. Also clear cache and data. No use.,"04/02/2020, 13:44:51",,3,Not replied,2
UOB Mighty Malaysia,T C CHAN,"just install and feel shock & disappointed 😢... the 'pay' and 'scan' function is not responding at all... I want to scan QR code to make payment but now I think I will use other channel ...might change my pay now acc from uob to others too... UOB related staff u department, do so as UOB app is terrible and receive so many complaints from users!!!","07/04/2019, 02:57:20",,0,Not replied,1
UOB Mighty Malaysia,M. Aris Sulaiman,Getting hangs few times when accessing the apps. Need to uninstall and downloading again n again. Thinking of closed the account and go for another bank. Apps is really suck!,"05/05/2020, 11:50:24",,1,Not replied,2
UOB Mighty Malaysia,K Ho,"Eh i don't really post reviews on apps but this is terrible... app has been ""undergoing maintenance"" for I don't know how long now and I can't access online banking via my phone. I have to go onto the website on the computer and log in via SMS or token (i.e. the old way). All the other banks seem to be handling the digital token pretty well. Does MAS know about this?","07/22/2019, 11:22:18","Dear K Ho, 

We apologise for the inconvenience you have experienced. From home screen, please open Settings - Apps, tap on Mighty. Select Storage then tap on Clear Cache and Clear Data.

If this does not solve the problem please share with us your username at this email address - helpme@uobgroup.com for investigation.

UOB Mobile and Digital Team",9,"07/22/2019, 16:57:19",1
UOB Mighty Malaysia,Fabian Ng,"Bad user experience after the update. App has been in maintenance mode for a week and was blocked from all mobile transactions until I reinstalled. Had to wait for slow loading screens thrice go access my frequently viewed statement pages while on previous version it was visible on home screen. On the home screen - instead of having featured services and explore mighty which are seldom used, please focus on the core features for a banking customer.","07/29/2019, 07:05:59",,9,Not replied,1
UOB Mighty Malaysia,Myint Thein,"I update my app as it instructed. But it never ending updating the whole morning. Then I uninstall the existing app and try to install again and still got the same experience, keep on processing and never end and yet not installed. I want to access my account and think I can use SMS OTP by phone. But it also ask me to get the OTP from the app. Now I totally can't access to my acc. It's too bad.","11/01/2019, 16:23:32",,0,Not replied,1
UOB Mighty Malaysia,Janey Ng,The app doesn't work at all due to the root/jailbreak issue. Please fix it asap!!,"08/02/2020, 11:12:41",,1,Not replied,1
UOB Mighty Malaysia,Ryan Herdi,App keeps on resetting. Please look into it. Used to be very reliable.,"09/01/2020, 19:33:17",,0,Not replied,1
UOB Mighty Malaysia,Nur Shahadah Mohamad Sha'ban,"Cant open the app, keep loading. Need to uninstall and reinstalling, then key in the password and username again. Wasting my time having to do it again and again.","05/20/2020, 04:53:35",,0,Not replied,1
UOB Mighty Malaysia,Sakinah Mohd Khalid,Takes very long to load. But basic functions are available. Interface is not too exciting though. Also cannot view statements via app.,"03/24/2020, 21:07:03",,0,Not replied,2
UOB Mighty Malaysia,Bella Chan,"After authenticated, it just displays a cartoon image and I can't proceed! I could see the Menu but the cartoon image took over screen and just hangs there without any button for me to respond! I am using Samsung s10 and facing same problem as Mr Wong Liat Fatt who reported on 6th July. Updated 10th Jul, issue is not the screen zoom but the screen resolution. We need to select the lowest resolution. It is working now once we can see and click button in that initial 'guide' or 'tour' window!","07/10/2019, 10:16:41","We are aware that some customers that have enabled Screen Zoom on Samsung phones are facing this issue. Set Screen Zoom back to normal (Settings-&gt;Display-&gt;Screen Zoom) and launch Mighty to clear the coach marks. Our development team is working on the fix and will release it as soon as possible.

Thanks
UOB Mobile & Digital team",1,"07/10/2019, 08:50:10",3
UOB Mighty Malaysia,Kanwar S L,"Why can't I exit the app from the main screen? Only way to leave the home page is to press the home button on my phone. Does this mean I have exited the app, or is it still running in the background? Why all the separate links to 'secure', or 'banking' with separate passwords and logins? Can't all the verifications be done upfront - in one step?","12/19/2019, 18:05:33",,5,Not replied,2
UOB Mighty Malaysia,Leon Poon,"Was already using (or trying to use) the first version of UOB app years ago before they upgraded 2 times to today's version. None work acceptably well. Login always hang or give error etc. Sometime I think the only thing that change between version is nicer ""waiting"" animation while processing something. The animation is so nice they want you to look at it forever... How to trust our money to a bank like this?","11/18/2019, 21:11:45",,11,Not replied,1
UOB Mighty Malaysia,A Google user,"Annoying. First tried to do Fund Transfer on desktop and was told that I needed this app and mighty secure. Downloaded, went through set up and the browser version still says I need this app. Tried going through the app to do bank transfer and now it says I need a token. What a mess of inconvenience. Please get your system to correspond with each other and save people from this round about.","01/10/2019, 21:23:39",,5,Not replied,2
UOB Mighty Malaysia,Nadia Fareena,Always stuck on main page. So frustrating when we need to use it in emergency. Please fix the bugs!,"05/08/2020, 15:53:37",,0,Not replied,2
UOB Mighty Malaysia,Ronald Lee,This app is infested with bugs mainly due to the OTP issue and it's security features!!!!! The most horrible banking app I have encountered. Always Stuck at the startup. Have to reset Everytime to get the app working. Every login needs sms otp and the design is rather stupid and not user friendly. This new version can't work on my Mi Max2. I have to go back to my PC to access to my account. Very incompetent!!,"11/22/2019, 08:45:35",,22,Not replied,1
UOB Mighty Malaysia,c w,"Be warned: this is the 3rd upgrade for me since using the app still cannot function! I fear for the apps security! ""Best"" bank ever! Forced me to upgrade to a new version and keeps hanging or crashing. Now i cannot do online banking. This is not the first time UOB app is released that is low quality!!! Last time it released a forced update also did the same thing.","11/16/2019, 13:20:23",,25,Not replied,1
UOB Mighty Malaysia,Ng Hui Min,"The app was working fine previously, I was able to log in using fingerprint access, until I deleted and re-added my fingerprint access on my phone. Now I can't enable the fingerprint access on the app, and it keeps crashing and directing me back to the log in page. Please fix, otherwise, it's quite a good app to use","10/16/2019, 17:27:14",,12,Not replied,3
UOB Mighty Malaysia,Geraldine Cheung,This is a Mighty Stupid app! It is frustrating enough to have to use VPN to access this app while I'm in China and the app interface is unfriendly enough to begin with. Then UOB decides to come up with some Mighty secure PIN nonsense that screws up the whole thing further. Spent 5 min doing IDD call by entering option after option on your call helpline only to reach your customer service finally to tell me to uninstall the app and reinstall. Seriously?! Get your app done properly!,"01/05/2019, 22:43:38",,0,Not replied,1
UOB Mighty Malaysia,Benson Quek,"The app has been lagging since 10 October. ""Hang"" a few times last week, this week, it is just ""busy"" (while entering the app or after click to transact). Not sure if it is my upgrade to Android 10 or something else. Let me know if my phone is the problem. Still the same on 30 October 2019.","10/30/2019, 23:18:42",,25,Not replied,1
UOB Mighty Malaysia,Andrew,"I keep getting pushed to register for ""might secure"" to save me time, something I would actually like to do. But it doesn't work because the phone number I have registered with UOB, and receive sms otp from UOB is not set up right and they want me to go into a branch and wait so that they can fix it in 24 hours. Having to go into a branch to set up something they already have is ridiculous","05/23/2019, 16:46:58",,33,Not replied,1
UOB Mighty Malaysia,C Shi Jie,"The thing is this: as much as it is good to improve and upgrade your app, if the new system is not user-friendly and forces you to log in and out and in and out until the system locks you put, then maybe your upgrade isn't the best idea. This app is fine for checking balances/digital banking, but heaven forbids you do anything more complex.","03/10/2020, 03:30:48",,1,Not replied,3
UOB Mighty Malaysia,Tyler Goh,One of the worse apps out there in terms of convenience and stability. this thing just runs terribly compared to OCBC's app. It really shows how little UOB cares about delivering a convenient mobile banking solution. the user experience is also badly thought out. I really detest having to log into the app and UOB Mighty to verify something else on my computer.,"02/28/2019, 09:02:39",,0,Not replied,1
UOB Mighty Malaysia,Lets Play with JJ,Updates: 22/5 Same problem. Keeps getting stuck at the starting screen. Was working fine but its stopped working since yesterday Uninstall and reinstall with no luck of logging in.,"05/28/2020, 00:07:11",,0,Not replied,1
UOB Mighty Malaysia,Tania Chew,App has been very buggy and unreliable on Google Pixel 2XL (Android v10) for the last 2 weeks. Doesn't launch properly and I have to quit and relaunch a couple of times. PayNow option also causes it to hang (after successfully managing to log in). App has previously worked well despite Android OS updates but not this time.,"11/02/2019, 12:36:06",,31,Not replied,2
UOB Mighty Malaysia,Daryl Leong,"So many issues with the app. Firstly, during the initial setup it is already very laggy. After set up has been done it is always hanging on every single request I make. Requesting to view my account details is so difficult as it is always loading and doesn't get loaded. My phone always show ""app not responding"" so I guess definitely there is something wrong with the app which needs to be fixed.","12/01/2019, 10:36:57",,14,Not replied,1
UOB Mighty Malaysia,Raymond,Somehow the NFC card payment method doesn't work. I tried deleting and adding the cards a few times. The wallet PIN never seems to be right even though I just set it. I tried using the draw pattern option but it still prompts for PIN instead. Hope this will be fixed soonest possible.,"04/09/2019, 15:22:32",,0,Not replied,3
UOB Mighty Malaysia,Tan Tan,Terrible! Doesn't load. Tried uninstalling and then reinstall but still same problem. Only works if I login to UOB on my laptop and has to verify through the mobile app 👎👎,"04/13/2020, 10:11:37",,0,Not replied,1
UOB Mighty Malaysia,Angela SG,"I would get pop up message/ push notification from the app for a few seconds, but when I go to the app inbox, there is nothing at all there! Been happening since I installed it a few months ago already. How to fix it?? I went to settings but no settings there except for push notification for Restaurant Rating and Might FX.","02/01/2019, 19:24:43",,0,Not replied,2
UOB Mighty Malaysia,Oh Jiong Yi,"After update rabak. Want to use the app to paywave but until now cannot find the button. Want to pay off the credit card debt also not as convenient as last time. Clicked so many button here and there, redirect here and there also haven pay off the debt. Go ATM or AXS machine pay off sua. Got a mobile app might as well dont have it. Use the app only to check how little money I'm left with.","09/06/2019, 22:24:24",,6,Not replied,1
UOB Mighty Malaysia,Yusi Peh,"App keep hanging and have to be closed. however, even if i try it again the next day, it's still the same. i can't even check simple things like past transaction on my savings account. from the feedbacks, apparently I'm not the only one facing such an issue.","07/08/2019, 23:31:03","Dear Yusi

Can you please email us at helpme@uobgroup.com and give us more details on the issue you are facing? We will try to resolve your issue.

Thanks
UOB Mobile & Digital team",7,"07/10/2019, 08:50:53",1
UOB Mighty Malaysia,Adeline Tng,Always under maintenance so reinstalled app. New app couldn't even get pass verification page. Am an Android user. pls beta test new updates before full roll out. The new version is not working... The older version was working fine before updates. I don't usually leave reviews but am most disappointed with the new message bile banking app experience. Not usable....,"09/27/2019, 14:18:44",,0,Not replied,1
UOB Mighty Malaysia,Fiona Quak,"When I entered the app like few weeks back, it hung and automatically shut down. My fingerprint previously was registered, when it's updated. The registration of my finger print was gone. When I have to log in via my phone app, it literally hung, and I just want this app to be fixed. Please look into it. Thanks.","08/27/2019, 01:27:46",,7,Not replied,2
UOB Mighty Malaysia,Daniel Chong,In terms UX this app failed! 7 out of 10 times transfers failed to go through the first time. It hangs. The page refresh rate is very slow. Super frustrating! There is nothing wrong with my phone and data connection. Disapponted when this App calls itself MIGHTY. (Lets see if still the same half a month later),"09/14/2019, 14:59:26",,0,Not replied,1
UOB Mighty Malaysia,Chicky Dee,"Top 5 Useless App in Singapore. Second time in a row. Despite the sleek revamp of this app, it has AGAIN made my list of useless app. Made me a fool standing in front of a retailer trying to use the UOB app to make an e-payment. 6 attempts and many configs later, i could not make payment but ended up looking like a fool and without any purchase. Never ever again give UOB another chance. Learn from DBS. Their app actually WORKS!","10/04/2018, 07:00:59",,0,Not replied,1
UOB Mighty Malaysia,Jeremy Tan,"Hi. Please asvise on the app via a push notification or something if the server is experiencing issues. I can't do anything on internet banking. Everything requires me to use the Mighty App. But whenever i try to set it up, after I login, all I get is a perpetual spinning circle and nothing happens. I get that its supposed to be convenient, but after multiple uninstall and reinstalls, nothing works still. Not very mighty?","01/10/2020, 16:17:04",,13,Not replied,1
UOB Mighty Malaysia,Edward Junior,"I had an internet personal banking account updated with Mighty Secure becoz i travel overseas alot and im not able to obtain OTP through sms. This mighty secure thing is not working. Whenever it ask for pin number password which i only have one, it will always say its wrong. Do in singapore and everything is fine. God dang fix your app. I got in quiet abit of trouble using this app. Might as well close UOB account and open POSB account since their app so much more reliable.","12/14/2018, 08:24:23",,1,Not replied,1
UOB Mighty Malaysia,Benny Mak,"Was once an good app but the problem start to occurs one by one. First the ATM tab function was not working. Even after reported directly to bank Centre, it still doesn't solve the issue. Another problem is it failed loading when you login, and you need to restart your app and phone. Besides I am using latest phone model. Recently, it always show UOB app is not working and prompt me to close it and send feedback. After doing it a few times, I think it's best to feedback these situations here.","03/01/2020, 19:22:07",,6,Not replied,1
UOB Mighty Malaysia,Momo Kris,"Very user unfriendly. Wanted to make a bill payment, it prompts me to set up mightysecure at login page. I followed the instructions but given that i didnt opt for any physical cards during account opening, it says im not eligible for the mightysecure set up, and thats it?! No help or alternatives solutions offered at all.","10/29/2019, 09:39:39",,6,Not replied,1
UOB Mighty Malaysia,Damien Ng,"I'm using a Pixel 2 and have been having trouble with the app for the majority of the year. Takes forever to load/transition pages, and most of the time is on a loading loop whenever I proceed any further than the home page after login. Edit: Functionality around the app has improved, and occurrences with the above issue has decreased, have tweaked my rating as well.","01/28/2020, 12:38:56",,17,Not replied,3
UOB Mighty Malaysia,Yati Slijderink,Very very poorly done. App won't even open. Keep having to uninstall and reinstall and it freezes again after a few usage.,"04/07/2020, 16:59:31",,0,Not replied,1
UOB Mighty Malaysia,ansu kurian,"Almost fed up with the new version of this app.. Cannot use from the last week.. After multiple times of trying to open the account, it will prompt to restart the mighty secure from the beginning to set up again by typing my id..... Previously everything was going well.... But now, really cannot.. Can't even transfer money..... Fed up...........","08/31/2019, 21:16:02",,10,Not replied,1
UOB Mighty Malaysia,Ivine Tay,"After the update, I cannot redeem the mighty coupons. All work well before this update. After updating, the app kept popping ""service currently unavailable"" . I also cannot view those ecoupons which I had previously grabbed in my account. Please solve this problem. I am not using Samsung mobile phone btw.","07/21/2019, 14:40:39","Dear Ivine Tay, 

We apologise for the inconvenience you have experienced. Could you share with us your username at this email address - helpme@uobgroup.com for further investigation?

UOB Mobile and Digital Team",19,"07/22/2019, 15:25:14",1
UOB Mighty Malaysia,N Que,"If i able to give 0 star,i would do that. After updated new version,gave me trouble to log in everytime and it is took like forever to log in. Why do i have to enter token/top everytime log in ?? I just wanna check my account but i have to login a few times due to once put token number,app turn to blank and automatic log out. Fix it this asap","08/08/2019, 15:43:58","Dear N Que,

We apologise for the inconvenience you have experienced. We have resolved this issue, could you please try logging into  the app again? Please email us at helpme@uobgroup.com if you need further assistance. 

UOB Mobile & Digital team",6,"08/10/2019, 23:06:24",1
UOB Mighty Malaysia,Peter W,"UOB made this ""Mighty"" app to piss customers off. Previous version was not great but still worked. Now this app does nothing but irritate. Forces you to register your mobile device then when you log in using laptops or PCs., it wastes your time with other actions required. Nothing but trouble.","01/02/2019, 15:05:09",,0,Not replied,1
UOB Mighty Malaysia,Wong LaoWang,"Cannot edit manage alert in app and when login using PC, the authentication does not work.","08/11/2020, 11:35:30",,0,Not replied,1
UOB Mighty Malaysia,CP Toh,I cannot understand why i can't use finger scan on both the last and current apps. I set up the token a few times but it doesn't register. the worst among all the bank operating in Sg. It has been more than 1.5yrs and this problem still persist. amazing.,"07/18/2019, 22:41:39",,0,Not replied,1
UOB Mighty Malaysia,Vatheron,"I am amused by the fact that the developer of the app has done nothing to fix this issue, given the fact that so many people have complained, and none of the devs responded or even bothered to lay a finger on fixing. How amusing and pathetic. Mine started to show error since december late, and its getting on my nerves lately, even after cache reset that did nothing.","01/15/2020, 16:11:12",,14,Not replied,1
UOB Mighty Malaysia,Akhan Zhakiyanov,"Fixed previous issue so I change to 2 star. Something is broken with contactless atm withdrawal last few weeks. My default choice is google pay, but Tap&Pay settings set to 'Except when another app is open'. Anyway it doesn't work, keep calling gpay instead of uob, when uob app is open. I had to turn on uob as default always to make it work. Slow login, can you run profiler and improve it? Can you add at least date filter for account or credit card transactions?","11/05/2019, 07:26:07",,4,Not replied,2
UOB Mighty Malaysia,Thomas Heavenly,"It always have this issue when halfway through transactions, the loading icon will run endlessly as if nothing happened and will not exit by it self nor show time out. Worse is that after you kill the app, you can't access it immediately even after you successfully login.. coz the stupid loading icon will still continue running like nobody's business.. You need to wait for some time before you can try login and run your transaction again..","11/12/2019, 20:38:06",,13,Not replied,1
UOB Mighty Malaysia,Gavin Lim,"prompts me to setup some secure thingy, followed instructions to generate OTP from token but keeps telling me wrong OTP. Notwithstanding the app being not user friendly at all( i have to take many taps just to get to the login page), now i cant even setup the app using the OTP provided by your own token? Please work on your app.","01/15/2019, 23:08:29",,0,Not replied,1
UOB Mighty Malaysia,HH,"Finally able to set up mighty secure. Upgrading to 3 stars, will update the rating if there are no further problems the next few times I use the app.. As a large bank, UOB should have tested the app thoroughly before pushing it to customers, resulting in so much frustration and inconvenience.","08/11/2019, 09:07:57","Dear HH,

Could you email us at helpme@uobgroup.com for further investigation? 

UOB Mobile & Digital team",0,"08/10/2019, 23:04:14",3
UOB Mighty Malaysia,Michele Mariotti,"Disaster. This banking app requires you to have 3 passwords, fingerprints, it gets stuck, it doesn't work and it's incredibly chaotic. This app was bad enough to have me to open an account with a different bank. Avoid at all costs if possible. OCBC is way better.","08/02/2019, 14:11:30",,16,Not replied,1
UOB Mighty Malaysia,Oon Steven,"App has been undergoing maintenance since i tried at 4pm on a Sunday till now, 11.30pm.. has had the same incorrect password issue as faced by many users. Has had to switch back to browser several times but it pushes u back to the app, lucky the otp still working. No matter how good the functions are, there's no use if u can't even log in..=X","07/07/2019, 23:44:59",,16,Not replied,1
UOB Mighty Malaysia,I watch YouTube,"Unable to use. stuck at loading page. It's been a week, and it affecting my life now. To me, this is such poor implementation. PS. Your response with the tip was helpful. Could work around now and carry on my finances. Thanks.","07/17/2019, 10:12:29","Dear customer

We are aware that some customers that have enabled Screen Zoom on Samsung phones are facing this issue. Set Screen Zoom back to normal (Settings-&gt;Display-&gt;Screen Zoom) and launch Mighty to clear the coach marks. Our development team is working on the fix and will release it as soon as possible.

Thanks
UOB Mobile & Digital team",5,"07/16/2019, 18:09:36",3
UOB Mighty Malaysia,Ardy Kartolo,"I've never seen a more incompetent app from a bank. The latest UX change is a mistake - I was able to at least login the last couple of months with bugs here and there (maybe taking 5 minutes to login), but today I tried to login and the loading animation takes 10 minutes and still won't log me in.","12/01/2019, 18:54:44",,4,Not replied,1
UOB Mighty Malaysia,Joel Bonzon,"edit: July 18, still unable to use the app. undergoing maintenance whenever it is started. it's unbelievable despite the feedback here that it hasn't been fixed. how does UOB expect customers to be able to transact via the Mighty app instead of the physical Token if the app doesn't even work????","07/18/2019, 23:31:52","Dear Joel Bonzon, 

We apologise for the inconvenience you have experienced. From home screen, please open Settings - Apps, tap on Mighty. Select Storage then tap on Clear Cache and Clear Data.

If this does not solve the problem please email us at - helpme@uobgroup.com with your username for investigation.

UOB Mobile and Digital Team",38,"07/22/2019, 18:26:33",1
UOB Mighty Malaysia,Jessie Chai,"Never encounter a banking app like this one before. Temper flare up after using it. I have been logging in so many times (lost counts), no message or anything, and it was back to log-in page again. Same to trying to set up the biometric fingerprints, after keying in the password, it was back to the log in page.","08/23/2019, 17:37:38",,5,Not replied,1
UOB Mighty Malaysia,Vivian Lim,All of a sudden couldn't access the app beyond the startup screen. But content and interface is great.,"05/03/2020, 13:39:17",,0,Not replied,3
UOB Mighty Malaysia,Niclas Sandström,A lot of issues with loading app. Crashes and no improvement for months. What is going on?,"05/14/2020, 19:36:07",,0,Not replied,1
UOB Mighty Malaysia,Christopher Shwe,"Recent update forces you to setup Mighty Secure providing two options of registering, one using your secureplus token and another using your card pin. But the secureplus option does not work. Called service desk and was told that the secureplus option will not work because UOB no longer issues secureplus tokens?!? Then why even provide that option to setup Mighty Secure?","09/30/2018, 09:58:36",,3,Not replied,1
UOB Mighty Malaysia,jerry cheong,"It's so frasterated that it keep asking ""mighty secure"", it keep telling that the password is wrong. Well i give up after thousand of tried and press ""forgot pin"" and its bring me to page that telling me how well its your Mighty secure and after scoll by reading penty of your uob avds. and found out there is no solution for me to reset pin! Welldone mighty secure!!","01/09/2019, 14:43:12",,0,Not replied,1
UOB Mighty Malaysia,Lucifer Reborn,"New app feels worst then the old version, it keep staying at the loading screen, how do you expect users to use? & when it does you only have moments to use b4 it hangs again. Plus certain views & features that were useful are gone. E.g. View future dated payments. They tried to add money making features for the bank in like FX and selling insurance, but compromised the basic functions & usability of the app.","10/28/2019, 11:25:07",,4,Not replied,1
